mean,std,skew,kurt,label
1.279699,9.054152,0.112482,4.373850,0
0.799497,9.111314,0.073154,4.996546,0
1.208636,9.483139,0.038295,4.029855,0
1.361076,9.361233,-0.081908,4.017114,0
1.560202,9.094821,0.361431,3.973322,0
1.457584,9.041737,0.103945,4.640815,0
0.896128,9.306769,0.100622,4.428344,0
1.668991,9.023891,0.479857,3.880533,0
1.214725,8.844767,0.198294,4.204368,0
1.863975,9.244147,0.211051,3.648180,0
0.996708,8.749320,0.200926,3.690601,0
1.457994,8.517286,0.487834,3.432397,0
0.518318,8.451905,-0.082682,3.857292,0
1.240374,8.642581,-0.027483,3.351520,0
1.113071,8.629810,0.280330,4.148814,0
1.227027,9.044406,0.065457,3.826928,0
1.109052,8.647631,0.327746,3.446806,0
1.572093,8.792598,0.110170,3.499351,0
1.467569,8.649187,0.136767,4.043040,0
1.034380,8.709191,0.279963,4.349891,0
1.044693,8.763041,-0.082514,3.907610,0
0.486969,8.719910,-0.013227,3.368039,0
1.221245,8.929580,0.114557,3.303611,0
0.726239,8.819445,0.225781,3.735141,0
1.578511,8.986118,0.292910,3.744897,0
1.140750,8.917117,0.065325,4.190155,0
1.498405,8.338827,-0.013653,3.806653,0
1.082972,8.313585,0.179954,3.532287,0
1.074833,8.975668,0.152685,3.052145,0
0.840319,8.933453,0.039869,3.531864,0
1.101774,9.157909,0.067647,3.386514,0
1.243368,9.085417,0.222008,3.864715,0
0.901582,9.457061,-0.048435,2.860798,0
1.347769,8.876219,0.128320,4.490878,0
1.402841,8.834330,0.045987,3.099222,0
0.802634,8.988914,0.037235,3.619373,0
1.270452,9.293234,0.006384,2.981487,0
1.115060,8.397205,0.056161,3.976637,0
1.247263,9.057135,0.498521,3.777706,0
0.936642,8.669594,0.275981,3.408095,0
0.809028,8.917270,0.130355,2.931353,0
0.989724,8.728331,0.480285,4.274549,0
1.437429,8.748198,0.231852,3.892440,0
1.000406,8.417345,0.058616,4.683386,0
