mean,std,skew,kurt,label
3.837415,9.615857,0.032869,4.049806,2
3.433771,9.796102,0.118126,3.435224,2
-3.158455,8.945697,-0.059706,4.214702,1
1.444011,9.127281,-0.01826,3.869175,2
2.691397,12.655696,0.033797,7.877622,2
-0.251429,9.864949,0.132338,3.739226,1
0.427823,8.954097,-0.259084,4.38518,2
0.613083,9.127092,-0.019077,3.857621,2
1.171935,9.157129,0.172309,4.633147,2
-1.366898,11.583908,0.020725,22.473711,1
1.754632,9.163388,0.220432,4.177986,2
-2.611618,11.382693,3.948288,73.362075,1
1.931758,8.985606,0.079967,3.821087,2
-1.279391,8.66269,0.185909,3.886426,1
1.14848,9.121828,0.221598,4.051192,0
0.579192,8.886409,-0.07244,3.804711,0
0.29262,10.63958,-1.388986,22.19498,2
0.157526,9.504633,0.100442,4.449113,2
-0.402557,9.778898,-0.090157,4.75141,1
-2.582463,9.096687,0.061918,4.11292,1
0.98345,9.400221,0.192121,4.814983,2
3.420506,9.010652,0.135258,3.616398,1
2.676532,8.77436,0.125606,4.633917,2
1.914823,8.594833,0.388386,4.267414,1
2.082456,9.623563,1.498418,17.520109,2
3.231529,9.003235,0.011254,3.995068,1
-0.718652,10.962845,2.021089,24.6285,1
0.859919,9.57652,0.19721,3.356757,2
0.904227,10.082072,0.254733,5.224157,2
1.509559,6.793764,0.151227,9.220961,2
3.27231,9.518998,0.356268,8.847846,2
1.618717,9.567985,0.213797,4.017503,2
1.314493,9.551951,0.078206,3.398188,2
-1.014306,9.806519,0.261934,4.175999,1
1.326426,9.439295,0.080688,3.804908,2
-0.13616,9.802744,0.178926,3.98951,1
-0.069361,9.441069,0.059094,3.905414,2
1.307727,9.662423,0.21813,3.785427,2
-2.764796,9.655182,0.161287,4.052204,1
0.262604,9.089773,0.145519,4.946585,2
-2.666382,9.978682,0.70751,9.759412,1
1.087483,10.494658,-0.16201,6.251161,2
-1.425741,9.83953,0.047798,2.941226,1
1.179521,9.077313,0.052063,3.584888,1
1.212244,8.858003,0.294333,4.789516,2
1.760783,8.965889,0.139899,4.579736,2
3.503482,8.642833,0.433495,4.956676,1
-1.401354,9.475822,0.382591,4.487374,1
2.163566,9.073849,0.159655,4.144654,2
1.903628,9.389185,-0.121702,3.428124,2
3.720814,9.299224,0.219954,4.518665,1
2.061522,8.925221,0.247159,4.35771,2
-1.159243,8.707813,0.03437,4.772337,1
1.863831,8.950843,0.150526,3.454564,1
2.342557,9.007232,0.310861,4.733036,2
3.009661,9.756804,0.362946,3.901206,2
1.778272,9.290735,0.205186,4.701867,2
1.00586,8.737117,0.428023,4.417158,0
1.84786,8.664354,0.074002,3.88425,1
2.201988,9.497357,0.168439,3.060489,2
-0.363314,10.940347,-1.268973,21.992345,2
0.365796,9.241709,0.125904,4.018531,0
0.116991,9.705872,0.097248,4.555083,2
1.436978,9.114299,0.287351,4.374504,0
1.456825,8.890888,0.209716,4.458662,1
2.608134,10.659875,-0.843306,22.753999,2
2.005672,9.19583,0.017868,4.511814,2
2.778104,9.708674,0.097483,6.398756,2
2.889764,9.037466,0.101237,4.054511,2
1.043832,8.910347,0.288666,3.556729,1
1.12324,9.039562,0.197342,3.75545,1
0.442498,9.301605,0.214618,4.097733,2
1.433657,10.512807,-0.209929,14.63276,2
-2.928226,10.038429,0.308807,5.423516,1
0.326717,9.20729,0.218747,3.916978,2
0.308244,9.869338,-0.081935,3.737196,2
1.483254,8.796337,0.264001,3.897869,0
2.303643,9.292125,0.096386,3.500393,2
1.733309,9.496805,0.243307,4.786129,2
1.322182,9.386652,0.106899,3.355705,2
